,Temperatura_archa [°C],O2 [%],Humedad [%],Numero_envases [uds],Tiempo_carga [min]
6226,642,22,34,100,23
6227,630,21,39,100,23
6228,602,20,39,100,25
6229,581,19,37,100,21
6230,584,18,45,100,29
6231,643,18,46,100,25
6232,587,23,30,100,29
6233,581,22,31,100,25
6234,582,23,40,100,23
6235,571,18,40,100,27
6236,561,19,34,100,27
6237,597,22,45,100,28
6238,629,20,34,100,28
6239,580,19,47,100,27
6240,613,19,41,100,24
6241,628,20,49,100,26
6242,583,21,42,100,25
6243,636,20,39,100,21
6244,613,23,35,100,25
6245,633,18,34,100,25
6246,639,23,39,100,23
6247,638,20,46,100,21
6248,631,22,36,100,23
6249,599,22,38,100,27
6250,644,19,44,100,21
6251,643,19,35,100,29
6252,585,23,32,100,22
6253,636,19,40,100,27
6254,630,23,41,100,26
6255,588,23,30,100,26
6256,622,22,36,100,25
6257,568,23,44,100,22
6258,550,20,31,100,29
6259,627,23,41,100,27
6260,623,21,40,100,25
6261,644,23,38,100,27
6262,620,18,41,100,27
6263,640,19,49,100,27
6264,611,22,35,100,20
6265,608,20,45,100,22
6266,554,19,35,100,29
6267,604,20,30,100,29
6268,637,20,42,100,27
6269,572,21,46,100,23
6270,617,18,47,100,20
6271,649,19,32,100,20
6272,593,23,34,100,23
6273,564,21,38,100,27
6274,587,19,30,100,29
6275,615,21,42,100,22
6276,574,21,43,100,22
6277,620,23,37,100,27
6278,596,23,41,100,21
6279,564,22,38,100,29
6280,640,18,49,100,20
6281,599,19,37,100,24
6282,553,23,40,100,20
6283,600,23,35,100,24
6284,563,22,43,100,26
6285,594,23,43,100,23
6286,588,19,34,100,29
6287,570,23,43,100,22
6288,606,19,38,100,22
6289,605,21,48,100,26
6290,592,21,34,100,26
6291,622,22,35,100,23
6292,636,19,44,100,27
6293,628,19,44,100,28
6294,579,20,41,100,22
6295,560,20,37,100,22
6296,566,23,37,100,26
6297,567,21,30,100,26
6298,588,19,39,100,22
6299,558,23,35,100,25
6300,611,18,36,100,25
6301,582,20,36,100,27
6302,624,18,38,100,25
6303,619,18,35,100,27
6304,627,23,43,100,22
6305,577,19,36,100,21
6306,568,18,47,100,22
6307,607,20,37,100,28
6308,615,23,33,100,21
6309,614,23,46,100,20
6310,596,18,40,100,25
6311,599,21,38,100,26
6312,620,22,41,100,22
6313,584,20,39,100,21
6314,557,22,36,100,22
6315,621,18,33,100,24
6316,584,19,31,100,28
6317,598,20,42,100,29
6318,622,22,31,100,24
6319,564,19,42,100,29
6320,593,20,44,100,26
6321,647,21,32,100,21
6322,593,20,39,100,29
6323,607,18,36,100,22
6324,580,18,39,100,24
6325,580,20,43,100,28
6326,625,22,40,100,23
6327,553,20,41,100,25
6328,617,23,34,100,22
6329,559,19,32,100,26
6330,614,18,34,100,20
6331,632,22,33,100,28
6332,553,22,42,100,27
6333,634,20,45,100,25
6334,568,18,32,100,25
6335,613,19,49,100,22
6336,649,18,49,100,24
6337,635,18,34,100,26
6338,607,22,44,100,23
6339,585,19,49,100,28
6340,558,22,30,100,25
6341,640,18,31,100,27
6342,626,20,33,100,24
6343,576,23,47,100,26
6344,609,18,36,100,27
6345,563,21,44,100,21
6346,557,18,32,100,24
6347,585,23,44,100,29
6348,608,20,31,100,28
6349,593,19,49,100,27
6350,585,22,47,100,27
6351,555,18,38,100,26
6352,616,18,35,100,24
6353,633,18,39,100,27
6354,633,19,30,100,25
6355,583,23,39,100,25
6356,593,23,48,100,23
6357,579,22,48,100,24
6358,610,19,30,100,20
6359,580,23,38,100,20
6360,555,21,34,100,23
6361,637,18,37,100,27
6362,595,18,48,100,22
6363,640,23,46,100,20
6364,578,23,30,100,21
6365,613,22,42,100,20
6366,610,20,42,100,27
6367,577,19,34,100,21
6368,626,18,37,100,28
6369,589,23,30,100,26
6370,556,22,43,100,21
6371,556,20,32,100,24
6372,550,18,48,100,23
6373,626,19,33,100,27
6374,556,23,44,100,22
6375,594,20,34,100,29
6376,589,22,45,100,20
6377,637,19,48,100,21
6378,556,23,46,100,22
6379,579,21,46,100,21
6380,555,21,47,100,20
6381,573,23,36,100,29
6382,630,19,32,100,24
6383,593,22,49,100,20
6384,555,20,49,100,26
6385,627,19,44,100,21
6386,634,23,30,100,25
6387,566,23,33,100,23
6388,596,20,30,100,26
6389,624,20,40,100,20
6390,610,22,34,100,20
6391,602,20,30,100,28
6392,628,22,46,100,24
6393,565,23,42,100,23
6394,615,23,42,100,29
6395,568,22,38,100,29
6396,630,18,38,100,27
6397,583,20,39,100,26
6398,580,19,36,100,29
6399,638,18,32,100,24
6400,605,19,32,100,21
6401,566,19,34,100,22
6402,612,20,48,100,26
6403,606,19,41,100,22
6404,551,20,47,100,27
6405,611,23,37,100,22
6406,630,23,43,100,22
6407,598,18,42,100,24
6408,616,23,35,100,20
6409,647,19,30,100,22
6410,559,19,42,100,20
6411,561,18,39,100,21
6412,625,21,37,100,27
6413,594,18,40,100,21
6414,640,23,42,100,20
6415,631,18,33,100,23
6416,603,19,33,100,28
6417,578,18,33,100,23
6418,616,18,49,100,26
6419,605,22,44,100,28
6420,618,20,44,100,22
6421,573,20,49,100,24
6422,619,20,33,100,24
6423,637,23,47,100,22
6424,606,21,44,100,29
6425,598,21,45,100,22
6426,642,19,37,100,28
6427,565,19,44,100,24
6428,561,21,30,100,26
6429,574,19,39,100,20
6430,603,23,34,100,24
6431,640,21,30,100,28
6432,573,23,31,100,26
6433,576,20,40,100,21
6434,647,21,40,100,25
6435,634,19,47,100,25
6436,635,21,41,100,22
6437,604,23,42,100,28
6438,564,23,34,100,22
6439,623,20,37,100,26
6440,643,18,40,100,27
6441,617,21,31,100,28
6442,553,22,31,100,26
6443,612,23,36,100,21
6444,638,18,30,100,23
6445,579,18,32,100,23
6446,596,23,46,100,24
6447,563,23,32,100,24
6448,609,20,41,100,21
6449,569,21,43,100,24
6450,603,19,32,100,27
6451,607,21,44,100,20
6452,636,22,30,100,27
6453,648,18,41,100,29
6454,645,21,40,100,23
6455,597,23,48,100,28
6456,587,20,40,100,27
6457,566,21,45,100,27
6458,613,22,41,100,25
6459,584,23,48,100,29
6460,611,19,41,100,29
6461,629,20,40,100,20
6462,604,22,30,100,29
6463,586,19,43,100,24
6464,634,18,33,100,27
6465,570,22,39,100,29
6466,624,21,48,100,22
6467,635,20,48,100,22
6468,647,21,40,100,28
6469,598,21,44,100,20
6470,601,19,45,100,20
6471,632,23,33,100,27
6472,647,19,35,100,23
6473,639,23,34,100,26
6474,646,19,37,100,28
6475,556,21,41,100,24
6476,590,23,47,100,25
6477,602,20,35,100,29
6478,556,20,34,100,22
6479,585,22,33,100,29
6480,571,20,36,100,24
6481,622,21,49,100,25
6482,602,21,45,100,24
6483,613,22,43,100,27
6484,598,20,30,100,22
6485,600,21,40,100,25
6486,584,23,37,100,27
6487,551,20,33,100,28
6488,615,19,39,100,28
6489,623,22,45,100,26
6490,642,21,39,100,26
6491,560,20,38,100,27
6492,618,18,39,100,26
6493,640,19,43,100,28
6494,589,20,31,100,24
6495,646,21,39,100,20
6496,554,20,48,100,24
6497,623,21,45,100,26
6498,564,22,34,100,23
6499,612,18,42,100,22
6500,566,22,39,100,23
6501,645,18,37,100,25
6502,555,19,45,100,29
6503,619,20,45,100,25
6504,637,18,40,100,28
6505,649,20,34,100,22
6506,603,20,47,100,25
6507,555,18,47,100,27
6508,573,22,49,100,26
6509,589,21,49,100,20
6510,634,23,35,100,29
6511,577,22,47,100,22
6512,643,21,49,100,20
6513,602,21,34,100,29
6514,564,20,47,100,26
6515,638,22,45,100,25
6516,629,22,39,100,26
6517,599,21,33,100,26
6518,625,18,43,100,28
6519,624,18,46,100,23
6520,612,21,30,100,20
6521,552,20,44,100,29
6522,589,20,46,100,28
6523,630,21,43,100,29
6524,590,19,32,100,20
6525,555,21,30,100,27
6526,565,22,32,100,29
6527,646,23,35,100,24
6528,633,19,40,100,24
6529,556,21,45,100,26
6530,579,21,38,100,24
6531,613,18,45,100,21
6532,601,20,31,100,20
6533,614,21,33,100,25
6534,647,22,34,100,27
6535,551,19,39,100,20
6536,602,22,39,100,28
6537,649,21,49,100,20
6538,613,18,33,100,27
6539,627,21,40,100,28
6540,647,18,44,100,20
6541,638,22,43,100,27
6542,602,22,34,100,24
6543,583,21,40,100,22
6544,590,19,47,100,29
6545,618,19,45,100,26
6546,618,18,40,100,28
6547,567,21,40,100,22
6548,579,21,35,100,22
6549,638,19,39,100,22
6550,594,19,39,100,29
6551,599,23,37,100,25
6552,571,18,38,100,21
6553,638,19,39,100,21
6554,630,19,30,100,26
6555,590,18,30,100,29
6556,648,21,46,100,20
6557,607,23,34,100,28
6558,589,18,39,100,28
6559,625,22,37,100,29
6560,551,18,35,100,29
6561,595,19,46,100,23
6562,593,18,34,100,26
6563,586,19,39,100,29
6564,618,21,43,100,24
6565,606,19,48,100,26
6566,578,21,39,100,25
6567,617,20,44,100,22
6568,616,20,32,100,28
6569,619,18,31,100,24
6570,556,19,38,100,23
6571,604,23,48,100,28
6572,645,19,41,100,28
6573,592,23,36,100,21
6574,568,22,49,100,27
6575,640,23,32,100,21
6576,585,22,36,100,21
6577,565,23,38,100,21
6578,603,22,43,100,24
6579,639,18,32,100,25
6580,591,21,47,100,20
6581,579,22,33,100,27
6582,629,23,45,100,26
6583,640,23,39,100,26
6584,615,22,32,100,26
6585,634,19,48,100,28
6586,588,20,37,100,20
6587,559,22,40,100,24
6588,561,22,43,100,22
6589,579,22,42,100,20
6590,647,20,45,100,24
6591,566,21,39,100,23
6592,627,18,43,100,29
6593,616,22,36,100,21
6594,606,19,34,100,28
6595,578,18,34,100,24
6596,600,23,45,100,20
6597,594,18,49,100,26
6598,616,21,41,100,27
6599,610,22,39,100,24
6600,565,21,37,100,21
6601,588,18,45,100,25
6602,598,22,40,100,20
6603,631,21,46,100,28
6604,633,18,46,100,28
6605,572,21,47,100,20
6606,566,18,39,100,24
6607,645,21,35,100,25
6608,592,18,44,100,24
6609,579,22,32,100,28
6610,624,21,30,100,26
6611,632,19,48,100,27
6612,637,19,47,100,23
6613,637,23,42,100,28
6614,614,23,33,100,20
6615,565,22,42,100,26
6616,607,21,33,100,28
6617,568,20,33,100,22
6618,567,23,32,100,21
6619,564,19,31,100,21
6620,569,20,36,100,21
6621,621,22,45,100,27
6622,579,18,30,100,25
6623,639,20,34,100,24
6624,634,22,40,100,29
6625,565,18,44,100,26
6626,598,20,42,100,29
6627,633,22,45,100,26
6628,596,23,45,100,28
6629,559,18,34,100,20
6630,643,20,35,100,26
6631,649,19,30,100,21
6632,569,23,38,100,28
6633,586,18,32,100,25
6634,648,18,38,100,26
6635,599,19,41,100,23
6636,632,22,39,100,28
6637,575,18,33,100,25
6638,637,18,42,100,28
6639,594,23,35,100,29
6640,628,23,35,100,20
6641,632,21,37,100,20
6642,565,19,34,100,20
6643,578,22,42,100,23
6644,621,21,44,100,29
6645,587,23,42,100,21
6646,611,21,30,100,24
6647,619,19,45,100,25
6648,574,20,35,100,26
6649,616,23,42,100,25
6650,566,22,30,100,28
6651,568,19,43,100,20
6652,593,23,35,100,28
6653,631,23,45,100,29
6654,646,18,35,100,26
6655,634,22,46,100,29
6656,590,19,30,100,21
6657,560,21,44,100,21
6658,553,19,49,100,23
6659,557,19,33,100,28
6660,641,22,43,100,26
6661,622,20,42,100,25
6662,646,22,34,100,22
6663,595,19,48,100,24
6664,625,20,45,100,26
6665,555,21,33,100,23
6666,575,21,34,100,29
6667,555,19,44,100,21
6668,630,22,47,100,24
6669,644,23,49,100,29
6670,634,18,30,100,25
6671,633,21,39,100,29
6672,590,18,34,100,27
6673,623,19,31,100,27
6674,575,18,46,100,24
6675,604,20,39,100,25
6676,618,20,33,100,27
6677,585,23,32,100,26
6678,605,23,49,100,28
6679,606,19,48,100,23
6680,583,18,30,100,24
6681,638,21,43,100,28
6682,587,18,35,100,26
6683,646,19,42,100,27
6684,569,21,39,100,29
6685,563,23,46,100,22
6686,621,22,47,100,20
6687,603,20,40,100,26
6688,648,20,35,100,28
6689,640,19,42,100,20
6690,615,20,40,100,21
6691,553,21,35,100,20
6692,580,19,46,100,25
6693,627,22,30,100,20
6694,612,18,41,100,28
6695,594,20,35,100,26
6696,618,21,46,100,24
6697,588,21,33,100,26
6698,620,22,34,100,24
6699,606,21,45,100,24
6700,614,23,38,100,23
6701,620,21,34,100,20
6702,608,20,39,100,29
6703,599,21,30,100,23
6704,605,22,47,100,28
6705,634,21,41,100,21
6706,629,20,33,100,25
6707,554,20,30,100,24
6708,622,23,33,100,22
6709,605,22,33,100,27
6710,583,18,31,100,24
6711,597,20,46,100,20
6712,571,19,37,100,28
6713,558,22,39,100,29
6714,635,20,41,100,22
6715,577,19,43,100,28
6716,616,22,39,100,24
6717,579,19,31,100,23
6718,606,22,30,100,25
6719,610,21,43,100,29
6720,602,23,44,100,29
6721,554,20,36,100,24
6722,641,19,33,100,25
6723,640,21,48,100,28
6724,642,20,30,100,23
6725,590,20,49,100,20
6726,556,23,46,100,27
6727,641,18,46,100,24
6728,575,23,32,100,26
6729,624,18,48,100,27
6730,606,22,36,100,26
6731,591,18,41,100,23
6732,575,18,37,100,29
6733,590,23,49,100,27
6734,624,18,48,100,29
6735,648,18,44,100,22
6736,558,22,36,100,26
6737,587,23,40,100,28
6738,610,23,39,100,20
6739,601,21,35,100,28
6740,619,21,34,100,28
6741,611,23,35,100,27
6742,581,22,49,100,21
6743,558,22,34,100,26
6744,649,19,41,100,24
6745,609,22,40,100,23
6746,561,18,35,100,29
6747,619,23,33,100,23
6748,622,23,36,100,23
6749,610,21,39,100,26
6750,637,19,45,100,25
6751,599,23,39,100,28
6752,591,23,32,100,24
6753,635,20,42,100,25
6754,555,21,43,100,24
6755,612,21,31,100,26
6756,614,19,36,100,25
6757,575,20,46,100,23
6758,555,22,41,100,24
6759,638,22,39,100,28
6760,585,21,40,100,25
6761,571,22,48,100,26
6762,583,21,49,100,23
6763,636,20,38,100,21
6764,565,20,34,100,26
6765,551,18,42,100,20
6766,594,19,45,100,28
6767,585,18,33,100,21
6768,625,19,40,100,29
6769,634,23,44,100,21
6770,594,18,30,100,20
6771,566,18,36,100,28
6772,592,23,40,100,29
6773,619,22,33,100,27
6774,628,18,43,100,28
6775,556,20,49,100,23
6776,590,18,47,100,27
6777,568,20,42,100,28
6778,619,18,33,100,29
6779,562,18,33,100,20
6780,648,22,38,100,28
6781,622,23,47,100,27
6782,587,18,41,100,26
6783,603,21,32,100,27
6784,599,22,46,100,23
6785,564,23,31,100,28
6786,633,20,46,100,27
6787,624,19,47,100,28
6788,578,23,37,100,26
6789,587,21,39,100,26
6790,601,20,38,100,21
6791,602,21,35,100,25
6792,555,18,42,100,26
6793,550,18,44,100,26
6794,585,19,41,100,28
6795,558,21,35,100,27
6796,560,19,49,100,20
6797,626,21,36,100,27
6798,577,22,43,100,20
6799,631,19,42,100,20
6800,558,19,46,100,28
6801,615,20,47,100,28
6802,558,22,36,100,26
6803,596,18,40,100,22
6804,617,22,35,100,24
6805,619,21,32,100,29
6806,604,20,49,100,21
6807,573,23,48,100,27
6808,595,22,47,100,20
6809,590,21,31,100,25
6810,616,18,34,100,20
6811,640,21,33,100,23
6812,555,20,49,100,21
6813,645,20,35,100,24
6814,639,19,31,100,20
6815,623,18,48,100,23
6816,558,18,46,100,21
6817,641,21,31,100,27
6818,589,18,33,100,23
6819,615,22,38,100,24
6820,632,19,32,100,29
6821,598,18,37,100,21
6822,619,22,43,100,27
6823,565,19,45,100,22
6824,553,22,48,100,28
6825,596,22,34,100,28
6826,600,19,45,100,25
6827,575,21,49,100,25
6828,593,19,38,100,20
6829,582,21,31,100,25
6830,632,22,42,100,26
6831,606,19,38,100,25
6832,558,18,41,100,28
6833,592,21,42,100,21
6834,569,21,40,100,23
6835,605,22,30,100,21
6836,589,18,47,100,29
6837,555,19,49,100,27
6838,589,18,45,100,24
6839,556,21,47,100,29
6840,607,20,42,100,23
6841,589,20,49,100,20
6842,577,22,35,100,27
6843,565,22,46,100,27
6844,551,19,37,100,29
6845,555,21,45,100,24
6846,585,18,30,100,22
6847,617,18,31,100,20
6848,621,18,36,100,21
6849,579,22,32,100,26
6850,561,23,36,100,29
6851,562,19,48,100,29
6852,552,20,43,100,28
6853,633,18,40,100,29
6854,612,21,45,100,20
6855,586,20,41,100,20
6856,557,22,33,100,21
6857,594,22,33,100,24
6858,572,18,45,100,29
6859,623,23,32,100,21
6860,578,22,31,100,26
6861,567,19,38,100,29
6862,603,23,49,100,24
6863,618,22,35,100,29
6864,602,21,45,100,27
6865,562,22,31,100,27
6866,642,23,40,100,25
6867,632,20,31,100,26
6868,565,23,38,100,20
6869,607,23,46,100,23
6870,558,18,33,100,27
6871,614,18,36,100,29
6872,636,21,36,100,24
6873,644,23,30,100,23
6874,646,23,46,100,28
6875,646,20,44,100,23
6876,583,21,40,100,27
6877,600,19,33,100,26
6878,604,19,40,100,23
6879,605,20,46,100,26
6880,616,19,46,100,27
6881,570,22,34,100,26
6882,559,20,36,100,24
6883,550,23,40,100,24
6884,647,21,47,100,28
6885,648,20,34,100,28
6886,570,18,45,100,21
6887,585,23,44,100,20
6888,614,23,43,100,26
6889,574,23,43,100,29
6890,611,21,41,100,27
6891,639,18,49,100,25
6892,554,22,34,100,22
6893,621,21,44,100,20
6894,611,21,45,100,27
6895,559,18,30,100,27
6896,629,19,38,100,28
6897,584,23,42,100,29
6898,614,19,30,100,23
6899,642,22,32,100,23
6900,585,20,30,100,25
6901,568,21,47,100,25
6902,566,19,41,100,22
6903,559,20,30,100,20
6904,648,18,34,100,22
6905,639,19,43,100,28
6906,586,23,49,100,29
6907,649,21,43,100,25
6908,596,22,49,100,29
6909,598,21,36,100,20
6910,579,18,35,100,27
6911,571,18,38,100,29
6912,575,18,38,100,24
6913,587,23,39,100,25
6914,593,23,48,100,25
6915,579,23,46,100,26
6916,590,22,34,100,25
6917,640,18,36,100,25
6918,616,21,36,100,29
6919,612,21,30,100,22
6920,592,21,41,100,21
6921,643,23,42,100,20
6922,621,22,45,100,25
6923,609,20,30,100,26
6924,562,19,49,100,29
6925,616,20,37,100,27
6926,600,18,47,100,28
6927,553,22,41,100,27
6928,597,21,49,100,26
6929,613,22,39,100,29
6930,605,20,48,100,28
6931,632,23,34,100,26
6932,551,19,32,100,20
6933,615,20,40,100,27
6934,576,21,44,100,24
6935,606,21,33,100,27
6936,649,19,38,100,27
6937,580,20,41,100,21
6938,609,23,42,100,20
6939,585,21,33,100,25
6940,593,21,43,100,26
6941,596,23,34,100,29
6942,631,20,43,100,20
6943,620,18,43,100,26
6944,635,18,46,100,22
6945,594,20,40,100,20
6946,635,20,40,100,20
6947,562,20,41,100,20
6948,612,19,41,100,23
6949,599,18,39,100,27
6950,568,19,42,100,24
6951,604,20,30,100,27
6952,642,21,45,100,26
6953,588,20,49,100,28
6954,631,23,41,100,26
6955,630,20,42,100,21
6956,566,18,41,100,27
6957,617,21,43,100,28
6958,616,19,36,100,21
6959,580,19,36,100,22
6960,573,18,39,100,20
6961,560,23,32,100,21
6962,561,21,30,100,27
6963,609,18,45,100,20
6964,595,19,37,100,28
6965,635,18,48,100,29
6966,551,23,43,100,29
6967,585,21,31,100,24
6968,561,22,33,100,29
6969,583,22,39,100,28
6970,595,19,37,100,21
6971,646,19,44,100,24
6972,597,20,45,100,21
6973,585,20,41,100,20
6974,601,18,31,100,28
6975,608,23,46,100,29
6976,616,23,40,100,29
6977,564,20,47,100,28
6978,586,18,36,100,25
6979,619,22,30,100,24
6980,562,21,34,100,21
6981,595,18,41,100,28
6982,601,19,40,100,23
6983,603,23,49,100,26
6984,580,21,33,100,23
6985,622,19,44,100,24
6986,648,23,40,100,26
6987,604,23,30,100,21
6988,627,22,34,100,21
6989,613,20,38,100,24
6990,567,22,46,100,22
6991,630,23,44,100,20
6992,636,19,41,100,22
6993,619,21,49,100,22
6994,589,19,47,100,28
6995,605,21,44,100,26
6996,624,22,42,100,28
6997,583,23,42,100,23
6998,550,19,39,100,23
6999,640,23,45,100,20
7000,638,20,36,100,20
7001,566,23,42,100,24
7002,600,20,47,100,24
7003,559,18,43,100,22
7004,627,18,31,100,22
7005,631,19,46,100,27
7006,594,20,48,100,26
7007,558,21,38,100,24
7008,590,21,34,100,28
7009,625,19,32,100,25
7010,647,22,44,100,25
7011,617,20,39,100,28
7012,552,20,37,100,24
7013,642,21,31,100,25
7014,597,18,36,100,22
7015,600,20,35,100,27
7016,645,19,44,100,20
7017,602,18,40,100,25
7018,619,22,38,100,26
7019,608,20,46,100,23
7020,645,20,33,100,21
7021,594,18,31,100,24
7022,583,20,31,100,27
7023,584,23,46,100,21
7024,618,21,38,100,24
7025,597,22,46,100,28
7026,592,23,31,100,25
7027,582,21,45,100,20
7028,604,20,35,100,22
7029,646,20,30,100,27
7030,552,21,34,100,25
7031,596,23,45,100,28
7032,591,19,48,100,22
7033,579,22,42,100,25
7034,593,18,38,100,26
7035,629,19,35,100,29
7036,552,20,45,100,26
7037,574,18,36,100,29
7038,581,18,34,100,21
7039,608,18,47,100,22
7040,621,18,40,100,20
7041,630,20,41,100,22
7042,631,21,42,100,24
7043,570,21,30,100,22
7044,579,20,42,100,23
7045,566,20,32,100,26
7046,598,18,42,100,25
7047,649,18,38,100,24
7048,576,20,44,100,20
7049,649,23,32,100,21
7050,618,18,30,100,24
7051,604,23,43,100,25
7052,555,22,30,100,22
7053,566,18,45,100,23
7054,640,23,34,100,29
7055,624,21,46,100,29
7056,567,21,47,100,24
7057,598,23,41,100,27
7058,635,19,40,100,20
7059,640,20,40,100,29
7060,596,19,32,100,24
7061,553,18,41,100,28
7062,610,18,38,100,27
7063,620,22,40,100,25
7064,611,22,38,100,22
7065,570,20,39,100,22
7066,612,20,31,100,21
7067,576,21,41,100,21
7068,623,18,47,100,22
7069,566,18,38,100,26
7070,578,19,32,100,24
7071,597,19,34,100,26
7072,551,19,42,100,21
7073,581,22,43,100,28
7074,588,22,38,100,22
7075,574,22,33,100,25
7076,597,19,46,100,22
7077,612,18,39,100,29
7078,580,21,39,100,21
7079,597,22,38,100,23
7080,604,18,38,100,26
7081,625,23,32,100,28
7082,639,18,46,100,24
7083,585,23,36,100,26
7084,555,19,40,100,24
7085,627,19,36,100,20
7086,595,18,37,100,23
7087,627,22,46,100,20
7088,579,20,31,100,22
7089,578,23,33,100,21
7090,649,19,40,100,24
7091,640,22,38,100,26
7092,598,20,45,100,23
7093,637,19,39,100,24
7094,617,23,44,100,27
7095,626,23,47,100,28
7096,594,19,36,100,20
7097,608,19,48,100,22
7098,640,19,42,100,27
7099,569,22,30,100,24
7100,593,18,34,100,20
7101,611,19,46,100,28
7102,624,21,30,100,24
7103,626,22,47,100,27
7104,584,18,45,100,28
7105,646,18,39,100,25
7106,592,19,36,100,25
7107,581,22,37,100,26
7108,613,23,47,100,23
7109,607,18,31,100,22
7110,630,20,48,100,22
7111,647,23,48,100,20
7112,630,20,47,100,21
7113,567,18,44,100,25
7114,552,19,40,100,27
7115,601,22,39,100,27
7116,594,21,45,100,24
7117,621,21,49,100,29
7118,585,23,43,100,21
7119,578,18,47,100,25
7120,556,19,42,100,28
7121,569,18,31,100,25
7122,588,23,30,100,29
7123,612,20,45,100,23
7124,555,18,30,100,23
7125,583,20,49,100,24
7126,570,21,44,100,29
7127,558,22,33,100,20
7128,581,21,42,100,26
7129,638,22,30,100,24
7130,604,19,43,100,23
7131,606,21,41,100,24
7132,563,18,49,100,21
7133,629,19,36,100,22
7134,564,22,37,100,20
7135,562,22,35,100,27
7136,595,21,30,100,25
7137,629,21,48,100,29
7138,592,19,44,100,22
7139,636,22,36,100,23
7140,617,23,32,100,29
7141,558,23,40,100,29
7142,564,19,31,100,23
7143,644,20,38,100,27
7144,585,20,49,100,23
7145,633,22,48,100,23
7146,585,19,47,100,25
7147,648,19,44,100,27
7148,602,18,45,100,25
7149,580,18,35,100,21
7150,568,18,49,100,22
7151,614,20,35,100,22
7152,572,20,31,100,23
7153,557,21,44,100,24
7154,646,19,41,100,22
7155,588,22,30,100,29
7156,625,20,40,100,27
7157,563,23,32,100,25
7158,567,18,37,100,20
7159,557,19,31,100,28
7160,618,23,44,100,26
7161,619,22,47,100,26
7162,591,18,30,100,27
7163,625,18,30,100,22
7164,630,20,32,100,23
7165,611,21,37,100,21
7166,552,18,49,100,24
7167,566,19,40,100,27
7168,551,19,45,100,24
7169,572,18,36,100,21
7170,553,19,37,100,25
7171,560,18,34,100,20
7172,568,20,49,100,29
7173,607,18,34,100,21
7174,608,23,34,100,20
7175,613,21,45,100,21
7176,558,19,40,100,22
7177,637,19,40,100,21
7178,580,23,38,100,27
7179,571,19,43,100,29
7180,614,18,39,100,21
7181,565,19,44,100,20
7182,556,18,31,100,22
7183,566,20,43,100,20
7184,576,21,49,100,23
7185,550,22,36,100,22
7186,613,20,38,100,23
7187,631,18,34,100,28
7188,631,18,43,100,29
7189,618,23,41,100,23
7190,586,23,37,100,28
7191,640,18,41,100,25
7192,603,22,35,100,25
7193,570,22,42,100,28
7194,564,22,49,100,23
7195,638,23,34,100,29
7196,581,21,38,100,21
7197,562,18,39,100,23
7198,645,21,46,100,23
