,Temperatura_horno [°C],Peso_total_fusion [T],Energia [kWh],Tiempo_total_fusion [h],Consumo_combustible [kWh]
5813,1524,32,7581,35,388
5814,1561,33,7527,42,389
5815,1572,35,7605,41,383
5816,1586,35,7529,44,395
5817,1598,33,7662,29,388
5818,1577,34,7695,45,389
5819,1557,33,7571,40,399
5820,1514,34,7542,42,385
5821,1560,34,7687,24,394
5822,1563,32,7512,46,396
5823,1521,34,7670,44,391
5824,1526,34,7501,38,397
5825,1500,33,7519,31,382
5826,1502,35,7675,35,397
5827,1563,33,7593,40,384
5828,1504,35,7568,37,385
5829,1514,33,7588,31,394
5830,1592,32,7584,45,388
5831,1510,35,7553,37,386
5832,1536,32,7699,32,382
5833,1562,33,7575,47,399
5834,1523,34,7664,27,398
5835,1564,33,7553,26,393
5836,1575,33,7560,38,389
5837,1590,33,7504,32,384
5838,1598,32,7681,39,397
5839,1544,33,7514,33,380
5840,1513,34,7610,41,389
5841,1527,35,7659,46,397
5842,1580,34,7543,25,393
5843,1512,33,7570,28,387
5844,1535,33,7583,28,387
5845,1506,32,7663,45,384
5846,1565,35,7611,45,396
5847,1522,33,7638,44,380
5848,1506,34,7584,27,386
5849,1540,32,7660,44,381
5850,1571,32,7647,41,394
5851,1554,35,7654,38,385
5852,1539,34,7556,36,390
5853,1566,33,7671,36,386
5854,1521,33,7544,43,388
5855,1503,34,7563,32,382
5856,1548,35,7560,29,383
5857,1549,33,7512,35,397
5858,1574,35,7620,47,382
5859,1537,33,7663,25,390
5860,1574,33,7618,30,386
5861,1583,33,7532,32,390
5862,1558,33,7543,41,395
5863,1582,33,7648,43,397
5864,1533,32,7649,37,397
5865,1507,32,7601,45,389
5866,1529,32,7660,27,395
5867,1564,32,7594,33,382
5868,1509,34,7555,33,387
5869,1541,35,7521,47,392
5870,1518,32,7538,24,391
5871,1584,34,7649,40,383
5872,1547,35,7583,28,380
5873,1545,32,7593,40,393
5874,1502,34,7608,44,399
5875,1512,34,7615,41,382
5876,1535,32,7557,34,385
5877,1501,32,7591,37,381
5878,1586,34,7664,24,399
5879,1595,34,7541,36,388
5880,1505,35,7597,38,381
5881,1519,35,7692,46,391
5882,1507,35,7578,45,390
5883,1546,33,7693,27,396
5884,1584,35,7521,46,387
5885,1564,35,7676,33,382
5886,1535,35,7641,38,394
5887,1508,35,7587,34,388
5888,1571,34,7577,37,389
5889,1509,35,7662,28,394
5890,1501,32,7588,33,387
5891,1597,32,7560,47,384
5892,1542,35,7559,28,390
5893,1502,35,7690,37,388
5894,1544,34,7623,38,389
5895,1534,35,7678,33,383
5896,1528,33,7514,47,388
5897,1577,34,7582,47,388
5898,1576,33,7684,32,396
5899,1564,32,7564,38,383
5900,1556,35,7617,47,398
5901,1537,33,7542,32,391
5902,1508,33,7577,42,380
5903,1502,33,7595,24,397
5904,1512,35,7564,27,382
5905,1501,33,7630,29,397
5906,1516,34,7648,35,388
5907,1548,33,7629,25,384
5908,1568,34,7509,33,392
5909,1525,33,7506,26,393
5910,1590,34,7589,35,392
5911,1575,34,7526,46,396
5912,1524,34,7587,31,389
5913,1521,35,7569,34,388
5914,1586,33,7582,38,394
5915,1571,35,7645,30,387
5916,1525,34,7604,44,382
5917,1502,33,7552,27,398
5918,1556,34,7530,41,399
5919,1567,34,7695,47,388
5920,1598,32,7538,34,391
5921,1535,34,7615,28,396
5922,1569,33,7621,40,399
5923,1580,33,7653,36,387
5924,1566,34,7622,36,392
5925,1583,33,7532,34,388
5926,1510,32,7651,26,380
5927,1585,34,7574,32,389
5928,1567,35,7687,38,398
5929,1517,35,7505,27,380
5930,1545,34,7525,45,381
5931,1517,33,7558,24,384
5932,1541,34,7570,41,380
5933,1517,34,7584,44,398
5934,1509,34,7538,39,381
5935,1561,34,7564,30,386
5936,1504,32,7663,32,391
5937,1527,34,7530,47,387
5938,1520,34,7553,28,381
5939,1537,34,7681,24,384
5940,1588,32,7625,47,389
5941,1502,35,7616,41,388
5942,1533,35,7561,25,395
5943,1576,33,7637,29,393
5944,1570,34,7696,39,384
5945,1567,33,7586,36,388
5946,1519,34,7526,38,395
5947,1576,34,7603,38,399
5948,1586,33,7666,38,397
5949,1574,35,7594,38,381
5950,1579,33,7545,37,384
5951,1581,34,7696,25,384
5952,1593,35,7625,47,383
5953,1504,34,7549,30,383
5954,1518,34,7633,43,394
5955,1548,34,7555,39,397
5956,1589,33,7588,28,390
5957,1510,34,7529,24,383
5958,1523,35,7668,46,387
5959,1513,33,7512,37,394
5960,1587,35,7644,38,391
5961,1525,35,7509,46,398
5962,1599,33,7685,38,386
5963,1591,33,7513,24,396
5964,1558,33,7597,25,385
5965,1568,33,7556,32,381
5966,1585,32,7637,34,383
5967,1593,34,7509,45,393
5968,1516,32,7616,24,395
5969,1577,33,7642,47,399
5970,1578,35,7672,33,381
5971,1558,32,7627,32,389
5972,1574,32,7669,26,394
5973,1551,35,7604,25,398
5974,1521,32,7530,25,382
5975,1562,34,7526,27,396
5976,1569,35,7655,37,389
5977,1512,35,7654,28,398
5978,1597,33,7696,30,399
5979,1598,32,7564,28,398
5980,1542,35,7592,35,385
5981,1538,33,7614,41,396
5982,1543,32,7576,31,393
5983,1596,35,7594,24,396
5984,1584,33,7568,36,382
5985,1548,33,7628,38,382
5986,1558,34,7616,47,398
5987,1547,34,7520,35,395
5988,1544,33,7635,27,383
5989,1552,34,7622,38,384
5990,1510,34,7610,44,393
5991,1521,35,7656,40,390
5992,1502,34,7552,45,390
5993,1599,33,7626,38,380
5994,1501,35,7590,27,387
5995,1529,34,7558,27,386
5996,1572,33,7565,39,382
5997,1563,33,7576,28,391
5998,1560,32,7574,34,399
5999,1549,32,7528,36,384
6000,1584,34,7565,33,390
6001,1548,32,7587,37,380
6002,1510,33,7599,36,382
6003,1570,33,7645,42,397
6004,1529,34,7623,31,394
6005,1532,35,7690,37,384
6006,1512,32,7628,43,390
6007,1587,33,7580,40,384
6008,1508,35,7544,24,391
6009,1515,34,7570,31,399
6010,1549,35,7614,38,394
6011,1546,34,7667,39,383
6012,1546,35,7699,32,391
6013,1535,32,7645,29,380
6014,1502,32,7690,27,380
6015,1598,35,7677,26,383
6016,1551,33,7643,30,388
6017,1557,35,7612,33,396
6018,1585,33,7536,35,381
6019,1560,32,7538,31,390
6020,1555,34,7591,42,390
6021,1579,33,7613,38,386
6022,1543,33,7694,30,383
6023,1510,33,7581,36,394
6024,1524,34,7679,38,397
6025,1516,34,7655,40,390
6026,1554,32,7508,26,391
6027,1565,33,7573,46,394
6028,1547,34,7528,41,381
6029,1536,35,7606,47,397
6030,1535,35,7572,26,388
6031,1589,33,7513,42,390
6032,1582,35,7656,32,399
6033,1527,33,7537,40,380
6034,1559,35,7514,41,385
6035,1570,35,7639,34,386
6036,1574,35,7525,31,394
6037,1561,35,7548,30,382
6038,1500,35,7627,46,388
6039,1525,33,7555,24,392
6040,1542,35,7671,29,386
6041,1535,35,7526,34,397
6042,1500,35,7598,35,391
6043,1591,32,7567,28,383
6044,1564,33,7673,38,386
6045,1550,32,7646,31,395
6046,1500,34,7505,44,381
6047,1531,35,7533,29,395
6048,1520,32,7629,30,382
6049,1549,33,7627,41,395
6050,1598,34,7542,41,396
6051,1574,34,7594,27,385
6052,1518,32,7642,38,397
6053,1548,33,7577,34,380
6054,1586,35,7539,30,394
6055,1541,35,7667,32,391
6056,1561,33,7548,43,392
6057,1593,35,7523,46,388
6058,1554,32,7523,46,384
6059,1559,33,7678,44,386
6060,1559,34,7589,35,387
6061,1597,33,7508,37,399
6062,1591,32,7527,26,397
6063,1511,33,7504,41,390
6064,1501,34,7662,25,399
6065,1528,35,7618,43,393
6066,1503,34,7592,27,385
6067,1526,34,7551,29,394
6068,1573,33,7569,32,385
6069,1581,33,7530,38,390
6070,1507,32,7637,25,384
6071,1502,32,7553,43,383
6072,1587,33,7574,24,389
6073,1589,34,7637,39,394
6074,1519,33,7572,29,394
6075,1553,34,7507,36,391
6076,1550,32,7690,37,384
6077,1584,33,7512,38,386
6078,1573,34,7672,25,391
6079,1549,33,7678,26,380
6080,1561,32,7666,45,386
6081,1565,32,7500,46,398
6082,1542,35,7699,40,399
6083,1560,33,7587,44,391
6084,1564,35,7563,35,380
6085,1524,33,7634,42,385
6086,1548,33,7548,34,395
6087,1579,33,7643,38,383
6088,1570,34,7603,39,384
6089,1531,34,7608,36,382
6090,1510,34,7546,28,384
6091,1547,35,7655,36,382
6092,1505,34,7693,36,380
6093,1596,33,7516,38,388
6094,1559,35,7585,37,383
6095,1556,32,7681,41,390
6096,1514,34,7657,27,387
6097,1580,33,7508,47,382
6098,1571,35,7562,26,394
6099,1524,33,7659,26,389
6100,1530,33,7516,41,389
6101,1566,35,7506,44,383
6102,1574,34,7643,41,390
6103,1533,34,7694,37,397
6104,1552,34,7546,41,397
6105,1595,33,7648,43,395
6106,1570,32,7687,46,384
6107,1582,33,7629,40,399
6108,1526,33,7633,28,385
6109,1505,35,7622,37,397
6110,1524,32,7585,35,393
6111,1594,34,7580,37,393
6112,1504,32,7562,28,395
6113,1591,35,7677,46,390
6114,1530,34,7687,47,394
6115,1536,34,7587,33,383
6116,1545,35,7517,47,387
6117,1552,34,7592,25,392
6118,1530,32,7611,43,395
6119,1556,34,7594,38,382
6120,1578,35,7695,25,398
6121,1594,33,7544,43,393
6122,1571,34,7576,37,384
6123,1503,32,7679,34,393
6124,1503,33,7552,45,398
6125,1590,32,7633,41,385
6126,1505,35,7662,33,396
6127,1508,32,7587,41,397
6128,1501,35,7562,46,386
6129,1539,32,7673,34,382
6130,1557,33,7597,46,398
6131,1566,34,7534,39,384
6132,1529,34,7637,47,380
6133,1509,33,7668,35,383
6134,1593,32,7640,26,381
6135,1587,32,7505,30,385
6136,1574,32,7565,43,395
6137,1526,35,7527,34,392
6138,1549,34,7628,42,397
6139,1510,32,7666,33,380
6140,1515,33,7638,31,381
6141,1563,33,7639,40,395
6142,1588,33,7525,43,385
6143,1586,34,7681,25,398
6144,1536,32,7524,31,394
6145,1584,32,7528,42,399
6146,1581,32,7578,39,380
6147,1560,35,7534,39,396
6148,1530,35,7620,36,396
6149,1568,35,7568,40,380
6150,1528,34,7689,45,380
6151,1525,32,7562,25,381
6152,1537,32,7549,46,392
6153,1512,34,7643,30,387
6154,1507,35,7544,37,394
6155,1588,34,7529,31,394
6156,1514,32,7664,46,396
6157,1553,33,7593,46,383
6158,1554,35,7673,33,395
6159,1577,34,7526,37,387
6160,1559,32,7542,43,393
6161,1587,33,7600,37,384
6162,1526,35,7627,39,393
6163,1507,34,7663,37,396
6164,1553,33,7638,41,383
6165,1524,32,7665,35,397
6166,1543,34,7595,45,397
6167,1587,32,7536,33,389
6168,1547,34,7591,44,394
6169,1571,34,7616,31,383
6170,1557,32,7686,37,388
6171,1517,32,7557,43,386
6172,1564,34,7670,33,391
6173,1565,32,7591,47,387
6174,1560,33,7679,45,398
6175,1533,34,7585,30,390
6176,1587,34,7691,47,395
6177,1597,32,7697,33,384
6178,1564,32,7532,33,387
6179,1503,32,7537,43,398
6180,1541,32,7604,27,398
6181,1554,32,7588,38,383
6182,1585,35,7691,46,381
6183,1519,33,7632,36,399
6184,1562,34,7669,40,382
6185,1568,33,7604,33,380
6186,1599,32,7676,39,380
6187,1559,33,7696,38,380
6188,1570,35,7673,39,383
6189,1521,35,7548,32,393
6190,1513,35,7634,30,384
6191,1574,33,7617,28,393
6192,1501,34,7639,46,391
6193,1584,35,7628,46,393
6194,1512,32,7676,25,389
6195,1570,33,7542,26,393
6196,1547,33,7639,47,397
6197,1531,33,7562,37,396
6198,1541,32,7615,35,385
6199,1537,32,7587,40,396
6200,1538,33,7504,25,389
6201,1501,33,7590,24,392
6202,1561,35,7594,41,398
6203,1534,33,7518,34,380
6204,1518,32,7648,30,390
6205,1570,32,7534,32,397
6206,1573,35,7569,46,389
6207,1522,34,7584,37,384
6208,1541,35,7548,24,384
6209,1534,33,7624,35,399
6210,1552,33,7641,24,397
6211,1520,33,7649,46,391
6212,1546,33,7650,36,386
6213,1572,33,7661,39,391
6214,1585,32,7675,32,387
6215,1570,34,7540,33,388
6216,1595,34,7585,31,385
6217,1511,33,7532,28,393
6218,1521,33,7613,39,387
6219,1543,34,7632,26,389
6220,1526,33,7526,38,396
6221,1596,33,7513,25,382
6222,1509,32,7600,45,380
6223,1596,33,7680,42,392
6224,1560,33,7666,45,392
6225,1566,32,7584,44,390
6226,1568,33,7531,38,393
6227,1565,32,7674,33,396
6228,1554,34,7606,34,396
6229,1553,33,7503,46,386
6230,1561,32,7675,41,382
6231,1559,33,7585,37,385
6232,1519,33,7662,36,380
6233,1513,34,7678,44,383
6234,1594,33,7529,29,390
6235,1536,32,7607,32,392
6236,1532,35,7632,29,383
6237,1547,34,7537,44,393
6238,1551,35,7639,41,386
6239,1580,33,7550,41,380
6240,1524,35,7672,29,383
6241,1536,35,7631,32,380
6242,1523,33,7676,25,385
6243,1501,33,7664,47,397
6244,1533,32,7529,38,395
6245,1564,32,7674,37,394
6246,1593,32,7647,32,396
6247,1514,34,7502,33,391
6248,1588,32,7598,41,392
6249,1595,32,7577,33,388
6250,1542,35,7645,32,398
6251,1545,35,7608,43,390
6252,1598,35,7548,32,398
6253,1576,34,7551,29,399
6254,1530,35,7639,40,383
6255,1542,35,7544,37,381
6256,1572,32,7549,47,398
6257,1576,35,7536,24,392
6258,1579,32,7645,43,382
6259,1559,35,7686,44,387
6260,1530,33,7649,40,384
6261,1531,35,7669,27,391
6262,1523,35,7563,28,384
6263,1569,35,7630,44,396
6264,1528,34,7682,25,396
6265,1594,32,7621,47,392
6266,1504,34,7671,31,391
6267,1540,35,7627,24,391
6268,1522,35,7633,33,381
6269,1526,32,7606,32,389
6270,1535,32,7551,27,381
6271,1506,34,7607,27,384
6272,1571,32,7584,36,390
6273,1516,35,7603,29,399
6274,1547,33,7522,27,394
6275,1505,33,7542,37,396
6276,1594,32,7531,37,380
6277,1533,35,7548,28,381
6278,1503,32,7537,32,393
6279,1567,33,7541,24,398
6280,1502,35,7572,33,391
6281,1579,33,7629,34,398
6282,1533,35,7510,40,389
6283,1585,34,7618,24,385
6284,1555,34,7541,38,388
6285,1550,35,7550,29,389
6286,1545,32,7575,26,391
6287,1529,34,7697,34,383
6288,1596,33,7693,36,390
6289,1543,35,7536,28,383
6290,1534,34,7640,38,388
6291,1530,33,7555,39,398
6292,1545,34,7509,24,398
6293,1557,34,7673,40,395
6294,1520,34,7636,43,385
6295,1538,35,7501,30,380
6296,1539,32,7549,37,398
6297,1557,33,7651,35,390
6298,1595,32,7622,38,382
6299,1580,34,7503,29,389
6300,1500,32,7681,47,385
6301,1543,34,7649,32,398
6302,1542,35,7623,27,384
6303,1555,33,7549,28,389
6304,1593,33,7614,27,397
6305,1500,34,7530,29,396
6306,1535,33,7625,38,387
6307,1572,34,7604,33,383
6308,1535,34,7532,43,388
6309,1557,32,7679,29,380
6310,1571,33,7555,34,380
6311,1575,35,7526,40,396
6312,1587,33,7589,34,386
6313,1526,33,7518,27,391
6314,1598,32,7639,31,381
6315,1531,33,7558,29,393
6316,1599,34,7605,45,380
6317,1545,33,7573,35,383
6318,1515,33,7698,35,384
6319,1590,35,7518,44,383
6320,1573,34,7558,34,381
6321,1525,32,7527,43,387
6322,1534,33,7611,26,392
6323,1542,33,7597,29,393
6324,1595,34,7528,25,380
6325,1586,32,7556,29,395
6326,1512,34,7643,37,397
6327,1579,32,7506,45,392
6328,1558,33,7640,43,391
6329,1557,32,7555,32,399
6330,1510,34,7546,26,394
6331,1536,32,7599,47,391
6332,1560,32,7579,28,384
6333,1540,34,7594,47,383
6334,1512,34,7565,47,399
6335,1596,34,7511,37,385
6336,1536,32,7549,31,382
6337,1526,35,7662,47,393
6338,1593,35,7596,37,380
6339,1590,33,7672,42,390
6340,1552,35,7508,45,381
6341,1538,32,7538,24,397
6342,1531,35,7538,30,392
6343,1570,34,7681,41,382
6344,1566,32,7503,24,381
6345,1598,32,7651,37,399
6346,1582,34,7664,35,394
6347,1588,35,7669,28,380
6348,1536,33,7684,39,398
6349,1546,32,7549,24,386
6350,1586,33,7588,41,387
6351,1563,35,7571,44,387
6352,1583,32,7697,47,383
6353,1552,33,7562,35,380
6354,1577,34,7512,26,383
6355,1562,34,7563,37,390
6356,1556,32,7677,38,398
6357,1509,32,7689,39,382
6358,1551,32,7607,41,396
6359,1522,34,7667,45,391
6360,1587,32,7695,34,395
6361,1510,33,7513,29,392
6362,1512,32,7575,44,391
6363,1582,32,7557,42,391
6364,1513,35,7623,35,393
6365,1556,33,7603,40,392
6366,1551,34,7544,24,380
6367,1571,35,7679,34,386
6368,1587,32,7548,46,395
6369,1527,35,7538,30,387
6370,1523,35,7635,38,389
6371,1543,33,7622,32,397
6372,1570,33,7621,34,391
6373,1505,34,7662,42,398
6374,1537,34,7560,41,390
6375,1544,34,7526,33,388
6376,1590,32,7695,38,389
6377,1589,35,7680,42,393
6378,1572,35,7615,28,384
6379,1533,32,7697,33,381
6380,1598,34,7555,29,392
6381,1547,35,7610,44,382
6382,1506,33,7616,43,397
6383,1583,34,7526,38,393
6384,1551,32,7613,45,386
6385,1519,33,7587,24,399
6386,1565,34,7509,39,390
6387,1510,35,7557,45,393
6388,1590,33,7584,24,393
6389,1521,35,7664,45,397
6390,1588,32,7597,41,389
6391,1590,32,7610,24,389
6392,1585,32,7625,41,389
6393,1519,32,7557,35,390
6394,1585,32,7524,26,380
6395,1595,35,7619,40,380
6396,1575,35,7611,39,385
6397,1533,35,7594,42,394
6398,1559,35,7569,24,394
6399,1576,32,7607,34,393
6400,1548,35,7561,33,383
6401,1560,34,7501,27,394
6402,1538,32,7613,36,396
6403,1525,32,7608,38,395
6404,1536,32,7525,38,382
6405,1526,35,7549,32,382
6406,1572,34,7695,44,386
6407,1522,34,7616,42,395
6408,1597,35,7644,38,384
6409,1536,34,7690,28,394
6410,1507,35,7552,42,390
6411,1551,32,7663,35,384
6412,1586,34,7515,47,384
6413,1575,33,7520,45,382
6414,1581,35,7671,42,380
6415,1521,32,7632,37,383
6416,1580,35,7669,24,399
6417,1574,35,7648,35,391
6418,1525,35,7603,46,381
6419,1574,33,7615,38,385
6420,1531,35,7503,41,396
6421,1528,34,7537,33,387
6422,1556,33,7556,36,399
6423,1510,34,7607,31,381
6424,1531,33,7557,37,386
6425,1533,35,7598,31,390
6426,1599,34,7506,41,380
6427,1549,35,7585,47,394
6428,1539,33,7676,33,383
6429,1536,34,7641,28,396
6430,1583,33,7662,24,389
6431,1541,33,7659,42,392
6432,1578,33,7608,35,396
6433,1532,33,7617,30,380
6434,1584,34,7507,35,390
6435,1547,34,7619,33,395
6436,1542,34,7648,24,398
6437,1569,32,7629,33,398
6438,1506,33,7505,32,393
6439,1586,34,7633,45,385
6440,1501,32,7680,34,386
6441,1568,33,7565,42,384
6442,1519,33,7557,40,389
6443,1526,33,7589,38,398
6444,1500,33,7627,47,382
6445,1594,32,7655,37,397
6446,1549,33,7635,43,392
6447,1519,32,7520,32,382
6448,1564,34,7631,41,380
6449,1512,33,7576,41,385
6450,1553,32,7671,41,396
6451,1542,34,7697,39,392
6452,1518,35,7524,36,380
6453,1599,33,7522,40,399
6454,1573,35,7588,31,383
6455,1517,32,7610,24,395
6456,1569,32,7625,37,399
6457,1599,35,7605,42,384
6458,1560,32,7500,41,393
6459,1598,32,7579,39,386
6460,1577,33,7581,38,389
6461,1539,33,7694,30,391
6462,1544,34,7611,36,380
6463,1584,33,7666,33,384
6464,1531,35,7585,37,381
6465,1558,33,7634,39,388
6466,1522,35,7642,33,396
6467,1580,34,7627,24,384
6468,1573,35,7561,42,388
6469,1527,35,7553,27,384
6470,1532,34,7693,31,382
6471,1521,34,7610,25,395
6472,1545,32,7606,30,385
6473,1590,33,7615,31,393
6474,1518,34,7596,34,385
6475,1557,32,7695,30,390
6476,1521,35,7508,47,395
6477,1507,33,7607,39,392
6478,1573,35,7555,30,385
6479,1583,35,7695,47,387
6480,1591,33,7559,45,390
6481,1521,35,7532,29,390
6482,1506,35,7644,40,387
6483,1553,34,7586,43,390
6484,1531,35,7650,37,393
6485,1584,33,7551,26,398
6486,1500,35,7664,30,394
6487,1594,34,7622,24,386
6488,1544,34,7551,34,388
6489,1552,33,7574,32,382
6490,1586,33,7512,47,380
6491,1599,35,7520,42,398
6492,1593,35,7580,40,385
6493,1546,35,7592,36,380
6494,1585,35,7657,40,382
6495,1575,35,7645,33,394
6496,1501,33,7612,44,395
6497,1527,35,7512,38,397
6498,1541,34,7557,39,399
6499,1571,33,7562,44,393
6500,1592,34,7552,37,396
6501,1512,32,7692,37,392
6502,1595,33,7547,29,389
6503,1571,35,7590,46,391
6504,1524,32,7662,47,396
6505,1575,35,7518,39,382
6506,1534,32,7530,38,388
6507,1595,35,7537,24,389
6508,1557,34,7579,43,385
6509,1567,34,7533,32,381
6510,1546,34,7567,46,396
6511,1571,35,7578,28,388
6512,1549,35,7583,27,383
6513,1562,33,7511,36,392
6514,1592,34,7673,35,382
6515,1505,35,7667,34,386
6516,1568,35,7662,40,388
6517,1519,35,7515,40,392
6518,1533,33,7571,25,384
6519,1509,33,7617,37,383
6520,1599,32,7570,32,395
6521,1541,32,7535,35,386
6522,1517,32,7645,29,399
6523,1515,35,7607,34,389
6524,1561,35,7697,46,390
6525,1558,34,7541,44,397
6526,1506,33,7509,27,381
6527,1562,34,7634,26,391
6528,1565,32,7627,38,390
6529,1508,32,7548,34,393
6530,1563,34,7576,24,382
6531,1507,33,7550,25,395
6532,1568,34,7674,41,388
6533,1504,33,7658,26,392
6534,1541,33,7534,26,399
6535,1593,32,7587,32,384
6536,1575,35,7512,45,385
6537,1563,34,7650,31,398
6538,1508,35,7622,41,386
6539,1544,35,7619,24,383
6540,1521,34,7653,31,392
6541,1509,33,7588,30,382
6542,1594,35,7613,26,395
6543,1526,32,7601,37,381
6544,1547,32,7551,29,391
6545,1527,34,7548,42,386
6546,1528,33,7695,38,399
6547,1585,34,7562,32,394
6548,1540,32,7591,34,399
6549,1545,32,7531,43,380
6550,1507,33,7645,32,380
6551,1508,34,7508,30,396
6552,1528,33,7607,42,384
6553,1595,34,7672,38,385
6554,1579,33,7601,25,397
6555,1500,33,7596,38,396
6556,1578,34,7500,25,394
6557,1593,35,7538,33,385
6558,1542,35,7668,30,398
6559,1513,34,7546,45,390
6560,1507,32,7518,39,391
6561,1565,35,7555,24,394
6562,1545,34,7654,46,396
6563,1505,35,7695,41,388
6564,1520,35,7628,41,382
6565,1593,35,7620,33,389
6566,1530,35,7626,31,387
6567,1534,35,7621,25,385
6568,1580,32,7582,40,390
6569,1506,33,7549,32,394
6570,1504,32,7695,27,385
6571,1553,33,7613,24,382
6572,1599,35,7528,47,397
6573,1541,35,7661,24,388
6574,1587,32,7509,34,396
6575,1508,35,7669,35,393
6576,1513,34,7539,25,391
6577,1509,32,7546,46,380
6578,1551,34,7665,35,388
6579,1567,32,7670,42,390
6580,1545,34,7682,38,390
6581,1592,32,7508,37,399
6582,1577,35,7571,44,387
6583,1561,35,7662,41,381
6584,1531,34,7580,25,383
6585,1589,35,7597,26,399
6586,1537,35,7538,33,382
6587,1573,33,7665,29,386
6588,1581,33,7614,25,383
6589,1580,35,7690,31,392
6590,1576,33,7679,34,397
6591,1582,35,7698,43,389
6592,1558,32,7589,37,392
6593,1528,34,7658,45,396
6594,1508,34,7673,34,382
6595,1516,33,7677,39,394
6596,1555,34,7555,44,399
6597,1562,35,7629,38,394
6598,1568,33,7636,38,393
6599,1578,32,7571,27,397
6600,1508,34,7594,33,388
6601,1525,32,7600,43,395
6602,1583,34,7619,28,391
6603,1518,33,7536,28,387
6604,1593,34,7665,29,387
6605,1501,33,7584,29,383
6606,1556,35,7648,43,393
6607,1515,35,7588,36,386
6608,1526,35,7597,27,386
6609,1517,32,7562,35,394
6610,1557,32,7619,45,393
6611,1536,34,7515,35,382
6612,1511,32,7597,25,399
6613,1565,34,7566,37,395
6614,1596,35,7647,38,385
6615,1531,35,7694,31,388
6616,1573,33,7517,37,384
6617,1579,33,7630,41,395
6618,1586,34,7649,26,395
6619,1544,35,7654,42,380
6620,1514,33,7545,25,397
6621,1537,34,7576,38,388
6622,1553,33,7645,36,381
6623,1518,32,7679,27,381
6624,1528,35,7574,30,392
6625,1539,32,7583,32,399
6626,1537,35,7632,40,396
6627,1560,35,7552,24,398
6628,1599,35,7617,41,394
6629,1547,35,7579,24,394
6630,1516,32,7591,35,381
6631,1549,35,7576,43,387
6632,1540,33,7675,28,399
6633,1536,33,7667,39,382
6634,1535,34,7639,45,393
6635,1554,33,7657,31,391
6636,1582,35,7601,28,380
6637,1543,34,7608,25,399
6638,1560,32,7553,47,385
6639,1516,35,7578,24,382
6640,1580,33,7518,32,393
6641,1500,35,7514,25,393
6642,1580,33,7649,45,380
6643,1583,35,7657,28,383
6644,1545,33,7581,26,387
6645,1550,34,7675,30,387
6646,1525,32,7521,24,393
6647,1529,32,7573,45,381
6648,1513,32,7537,26,398
6649,1595,35,7555,38,385
6650,1518,32,7573,25,389
6651,1529,34,7587,34,383
6652,1500,32,7591,38,392
6653,1599,32,7601,29,389
6654,1510,32,7608,46,386
6655,1516,35,7636,41,382
6656,1507,35,7557,38,395
6657,1557,33,7542,37,393
6658,1555,34,7591,36,382
6659,1572,34,7699,26,388
6660,1566,35,7665,39,390
6661,1529,32,7535,33,381
6662,1596,32,7660,41,393
6663,1524,33,7582,34,392
6664,1511,32,7583,44,390
6665,1518,32,7692,25,384
6666,1586,34,7676,37,392
6667,1585,32,7626,28,393
6668,1598,34,7616,25,391
6669,1581,35,7662,40,380
6670,1510,34,7628,46,388
6671,1581,34,7626,28,389
6672,1563,32,7530,45,387
6673,1502,32,7609,31,384
6674,1575,32,7523,42,385
6675,1557,35,7681,37,399
6676,1512,35,7571,31,393
6677,1540,32,7588,26,392
6678,1566,35,7583,30,382
6679,1506,32,7658,25,393
6680,1510,32,7528,24,397
6681,1589,32,7506,34,388
6682,1550,35,7507,37,387
6683,1563,34,7533,27,391
