,Carbonato_sodio [%],Caliza [%],Silica_arena [%],Densidad [g/cm3]
6177,16,5,69,2456
6178,14,6,64,2494
6179,14,9,66,2470
6180,16,7,67,2502
6181,16,11,64,2562
6182,17,9,65,2566
6183,14,6,62,2425
6184,14,9,61,2599
6185,12,8,65,2504
6186,12,5,67,2576
6187,12,5,60,2472
6188,16,10,63,2490
6189,14,8,69,2590
6190,15,5,64,2429
6191,13,7,60,2578
6192,13,6,67,2444
6193,15,5,62,2513
6194,12,11,65,2443
6195,12,9,62,2424
6196,17,6,67,2472
6197,12,11,69,2486
6198,13,6,68,2496
6199,12,8,69,2473
6200,15,6,61,2495
6201,13,10,60,2524
6202,14,6,69,2402
6203,14,7,63,2421
6204,15,9,61,2458
6205,13,9,61,2570
6206,13,7,60,2450
6207,16,11,63,2475
6208,14,10,64,2441
6209,14,7,66,2534
6210,16,8,66,2408
6211,12,5,63,2416
6212,17,8,69,2518
6213,15,6,60,2512
6214,12,11,67,2557
6215,13,5,66,2522
6216,17,11,69,2518
6217,16,7,68,2571
6218,15,8,64,2423
6219,13,7,64,2404
6220,12,11,62,2433
6221,16,6,63,2444
6222,15,10,64,2441
6223,17,7,64,2581
6224,15,8,67,2578
6225,17,11,65,2462
6226,12,9,62,2414
6227,14,6,67,2436
6228,17,6,69,2434
6229,12,5,67,2484
6230,12,7,63,2478
6231,14,5,63,2565
6232,14,5,64,2592
6233,13,6,64,2520
6234,16,11,67,2401
6235,13,10,60,2452
6236,17,11,69,2497
6237,16,11,65,2489
6238,15,5,62,2473
6239,17,6,68,2456
6240,15,9,64,2515
6241,12,8,61,2569
6242,13,9,61,2448
6243,17,11,68,2424
6244,12,6,67,2415
6245,12,5,60,2528
6246,14,10,66,2402
6247,16,7,69,2431
6248,15,6,61,2471
6249,14,6,64,2580
6250,14,5,64,2531
6251,16,8,65,2407
6252,13,5,63,2449
6253,14,6,60,2408
6254,15,8,61,2454
6255,15,9,63,2588
6256,15,10,65,2418
6257,17,8,64,2572
6258,14,6,60,2447
6259,15,7,69,2494
6260,17,7,62,2562
6261,15,10,62,2445
6262,12,10,68,2522
6263,17,6,61,2555
6264,17,10,65,2418
6265,14,11,65,2463
6266,17,8,64,2443
6267,17,9,62,2404
6268,14,7,69,2598
6269,15,8,63,2586
6270,13,10,62,2483
6271,12,6,64,2585
6272,14,11,60,2513
6273,17,10,68,2532
6274,15,11,63,2598
6275,13,9,67,2575
6276,16,9,65,2457
6277,13,9,68,2454
6278,16,9,65,2462
6279,16,6,61,2417
6280,12,5,67,2559
6281,16,6,67,2576
6282,12,9,62,2471
6283,16,5,61,2471
6284,14,5,69,2408
6285,13,7,62,2555
6286,14,11,61,2478
6287,15,7,61,2555
6288,13,7,64,2415
6289,17,9,68,2531
6290,12,7,67,2534
6291,15,5,66,2429
6292,12,6,65,2593
6293,15,5,65,2458
6294,15,11,67,2571
6295,13,11,64,2490
6296,13,7,67,2491
6297,16,5,69,2451
6298,13,8,65,2582
6299,12,11,61,2517
6300,14,8,66,2594
6301,15,8,61,2437
6302,17,10,62,2488
6303,13,11,63,2406
6304,16,10,62,2494
6305,12,7,64,2492
6306,15,8,65,2431
6307,17,7,63,2553
6308,13,10,61,2465
6309,16,10,64,2417
6310,13,5,62,2404
6311,13,11,63,2417
6312,13,5,66,2510
6313,17,9,61,2523
6314,17,9,68,2542
6315,14,6,68,2584
6316,14,6,62,2547
6317,14,9,66,2523
6318,15,5,66,2473
6319,12,8,60,2438
6320,17,6,68,2585
6321,14,11,67,2435
6322,17,11,67,2421
6323,15,7,69,2496
6324,17,6,66,2570
6325,17,9,67,2405
6326,14,9,64,2491
6327,12,10,66,2404
6328,14,6,69,2419
6329,12,10,61,2580
6330,13,9,63,2589
6331,13,6,65,2489
6332,17,10,67,2586
6333,12,5,63,2430
6334,12,11,61,2445
6335,12,9,60,2565
6336,12,8,61,2593
6337,16,6,67,2420
6338,16,9,60,2458
6339,14,10,69,2547
6340,12,11,67,2454
6341,13,8,64,2527
6342,15,6,67,2547
6343,16,11,60,2430
6344,17,8,65,2510
6345,16,5,62,2580
6346,14,11,64,2464
6347,14,7,60,2405
6348,16,6,69,2531
6349,14,5,62,2450
6350,17,8,67,2578
6351,15,8,69,2540
6352,16,9,64,2452
6353,13,8,63,2548
6354,17,5,63,2453
6355,16,6,60,2538
6356,16,8,67,2506
6357,13,6,67,2517
6358,16,6,63,2522
6359,13,6,63,2556
6360,17,11,68,2503
6361,14,8,69,2476
6362,15,8,62,2588
6363,14,10,66,2536
6364,13,8,60,2562
6365,15,5,67,2503
6366,14,5,65,2401
6367,13,8,67,2493
6368,16,9,61,2424
6369,17,11,60,2494
6370,14,8,65,2560
6371,16,10,67,2572
6372,12,9,63,2556
6373,14,11,60,2521
6374,13,11,65,2588
6375,15,8,68,2516
6376,12,9,67,2587
6377,17,6,68,2578
6378,16,5,61,2507
6379,13,10,61,2500
6380,15,8,61,2513
6381,17,7,60,2455
6382,13,8,63,2516
6383,13,6,60,2463
6384,12,10,68,2512
6385,15,5,62,2478
6386,16,8,60,2426
6387,15,11,67,2488
6388,15,10,69,2544
6389,13,6,65,2409
6390,12,8,64,2432
6391,15,8,62,2599
6392,14,10,61,2570
6393,12,9,63,2560
6394,17,6,61,2457
6395,16,11,66,2593
6396,14,6,65,2483
6397,15,6,65,2534
6398,14,7,68,2565
6399,15,9,69,2577
6400,16,11,66,2597
6401,16,8,64,2575
6402,15,5,67,2511
6403,15,8,68,2484
6404,14,7,69,2541
6405,17,7,64,2577
6406,14,8,66,2436
6407,15,9,65,2434
6408,13,7,69,2474
6409,14,7,64,2465
6410,12,11,66,2426
6411,15,5,60,2567
6412,12,10,66,2467
6413,16,9,66,2542
6414,14,9,63,2428
6415,14,9,60,2450
6416,12,7,67,2533
6417,15,9,67,2488
6418,17,7,69,2581
6419,15,6,61,2405
6420,14,5,68,2599
6421,13,11,64,2520
6422,12,11,60,2441
6423,13,8,60,2426
6424,12,11,62,2511
6425,16,7,66,2556
6426,16,8,64,2566
6427,12,10,62,2560
6428,16,6,62,2516
6429,15,10,65,2454
6430,12,11,67,2562
6431,16,8,63,2535
6432,13,11,62,2545
6433,17,5,64,2471
6434,14,6,68,2405
6435,14,7,62,2544
6436,15,7,60,2527
6437,12,8,69,2508
6438,13,11,68,2570
6439,14,11,62,2498
6440,17,7,63,2577
6441,15,7,66,2552
6442,17,6,65,2556
6443,15,5,68,2429
6444,12,5,65,2496
6445,14,6,68,2594
6446,12,7,67,2532
6447,17,8,68,2575
6448,12,7,62,2539
6449,14,5,67,2414
6450,17,11,60,2432
6451,13,6,62,2450
6452,15,10,69,2429
6453,17,8,61,2467
6454,17,7,66,2480
6455,14,5,69,2473
6456,13,11,69,2431
6457,13,11,62,2497
6458,16,10,67,2541
6459,16,10,69,2570
6460,12,10,67,2412
6461,15,7,65,2410
6462,14,9,67,2500
6463,13,10,67,2567
6464,12,9,65,2507
6465,15,7,60,2449
6466,15,5,69,2528
6467,13,10,62,2480
6468,16,10,66,2579
6469,15,6,66,2500
6470,12,6,63,2517
6471,12,7,63,2424
6472,13,7,60,2447
6473,14,9,69,2436
6474,16,7,67,2484
6475,12,10,67,2577
6476,14,7,66,2468
6477,17,6,68,2512
6478,13,6,69,2512
6479,17,11,68,2589
6480,14,10,60,2460
6481,16,6,69,2519
6482,16,10,69,2553
6483,17,5,60,2532
6484,17,9,63,2485
6485,15,5,68,2485
6486,17,9,63,2468
6487,14,7,64,2454
6488,16,9,67,2463
6489,16,6,66,2558
6490,15,5,65,2481
6491,14,11,68,2523
6492,15,7,60,2401
6493,17,10,68,2548
6494,12,6,67,2576
6495,12,11,68,2403
6496,16,5,65,2456
6497,15,11,63,2469
6498,14,9,60,2450
6499,12,6,60,2533
6500,16,10,65,2423
6501,13,8,64,2514
6502,13,7,64,2529
6503,15,7,62,2578
6504,15,5,60,2406
6505,14,6,62,2483
6506,16,10,68,2404
6507,15,9,65,2569
6508,16,6,67,2418
6509,13,11,60,2518
6510,14,7,63,2591
6511,14,10,68,2426
6512,14,8,65,2445
6513,16,6,68,2597
6514,16,7,68,2404
6515,15,9,64,2545
6516,16,11,68,2491
6517,16,10,66,2436
6518,15,7,64,2489
6519,16,11,69,2576
6520,15,10,69,2524
6521,17,10,62,2509
6522,12,10,66,2550
6523,13,9,60,2460
6524,17,10,69,2556
6525,12,6,60,2425
6526,12,6,63,2523
6527,12,9,60,2411
6528,13,9,63,2483
6529,16,11,60,2432
6530,16,6,65,2489
6531,16,8,61,2534
6532,13,11,69,2497
6533,13,7,61,2428
6534,12,11,65,2567
6535,14,5,66,2585
6536,13,8,63,2482
6537,17,5,67,2518
6538,13,6,65,2577
6539,12,8,64,2470
6540,17,9,66,2575
6541,16,9,69,2540
6542,16,11,64,2542
6543,12,11,60,2463
6544,16,9,65,2498
6545,14,5,69,2567
6546,16,9,67,2467
6547,12,11,63,2481
6548,16,6,66,2548
6549,15,11,69,2518
6550,15,10,60,2405
6551,13,7,67,2542
6552,12,11,60,2428
6553,14,6,62,2425
6554,12,9,64,2542
6555,16,11,63,2502
6556,14,7,64,2429
6557,13,9,68,2578
6558,15,6,61,2584
6559,12,8,60,2417
6560,12,6,61,2517
6561,14,6,69,2418
6562,14,11,65,2449
6563,14,9,69,2540
6564,15,10,61,2579
6565,17,10,68,2594
6566,17,6,63,2448
6567,14,7,63,2526
6568,12,5,69,2452
6569,16,7,61,2418
6570,14,5,61,2539
6571,12,5,62,2488
6572,13,5,65,2408
6573,16,8,65,2421
6574,17,11,62,2546
6575,17,5,67,2573
6576,13,9,65,2547
6577,17,8,67,2432
6578,14,11,60,2423
6579,13,5,63,2530
6580,16,6,63,2480
6581,14,6,65,2511
6582,14,8,65,2499
6583,12,6,68,2581
6584,15,11,61,2437
6585,13,10,68,2463
6586,17,7,62,2504
6587,13,10,69,2525
6588,12,5,66,2560
6589,14,10,63,2457
6590,12,7,65,2414
6591,17,11,62,2430
6592,12,6,63,2424
6593,17,11,62,2516
6594,15,6,66,2499
6595,15,9,62,2466
6596,15,8,65,2406
6597,13,5,60,2592
6598,12,11,62,2537
6599,15,10,66,2547
6600,14,7,61,2426
6601,13,5,64,2582
6602,14,9,68,2420
6603,17,8,61,2480
6604,14,10,66,2412
6605,12,11,61,2424
6606,16,9,68,2566
6607,13,10,67,2496
6608,14,7,62,2597
6609,17,9,62,2503
6610,13,8,60,2566
6611,14,6,64,2470
6612,14,7,64,2537
6613,15,5,60,2562
6614,15,10,65,2425
6615,17,11,63,2417
6616,13,10,60,2405
6617,12,11,61,2549
6618,14,9,62,2502
6619,17,10,66,2484
6620,17,5,68,2505
6621,17,11,66,2536
6622,16,7,68,2546
6623,12,11,60,2569
6624,13,11,67,2544
6625,14,8,61,2484
6626,12,6,66,2480
6627,12,6,67,2532
6628,16,10,63,2597
6629,15,10,65,2562
6630,15,6,64,2528
6631,17,5,60,2574
6632,12,6,69,2499
6633,12,5,69,2525
6634,17,8,68,2512
6635,16,5,62,2573
6636,17,10,67,2476
6637,13,11,63,2592
6638,13,7,66,2421
6639,13,6,62,2402
6640,13,8,62,2498
6641,15,7,61,2466
6642,14,7,63,2402
6643,13,9,60,2585
6644,15,10,63,2519
6645,15,11,62,2565
6646,12,10,66,2486
6647,15,11,60,2586
6648,12,10,69,2527
6649,13,6,66,2538
6650,14,5,62,2476
6651,12,9,64,2499
6652,16,9,69,2492
6653,17,6,61,2591
6654,17,10,65,2426
6655,16,11,69,2583
6656,14,9,62,2488
6657,15,6,66,2571
6658,14,11,69,2411
6659,14,11,61,2553
6660,15,11,62,2495
6661,12,6,67,2449
6662,15,8,68,2410
6663,14,10,65,2429
6664,15,9,60,2503
6665,14,11,65,2509
6666,13,10,61,2527
6667,17,5,61,2499
6668,16,5,61,2404
6669,13,11,61,2424
6670,17,6,68,2474
6671,14,11,66,2513
6672,16,7,68,2467
6673,13,6,69,2549
6674,16,9,66,2467
6675,15,6,62,2499
6676,17,9,62,2487
6677,12,7,67,2567
6678,13,7,68,2455
6679,17,6,63,2483
6680,13,11,68,2535
6681,15,8,61,2597
6682,17,7,63,2509
6683,12,7,60,2522
6684,12,9,65,2467
6685,16,5,65,2406
6686,15,11,69,2567
6687,14,5,61,2404
6688,15,10,69,2511
6689,17,11,61,2508
6690,16,7,64,2548
6691,16,8,63,2497
6692,12,8,63,2437
6693,16,10,61,2598
6694,16,9,62,2415
6695,14,8,65,2445
6696,17,5,62,2556
6697,12,11,64,2504
6698,14,8,62,2529
6699,17,7,62,2483
6700,16,8,68,2547
6701,13,5,66,2514
6702,17,5,69,2557
6703,12,6,62,2416
6704,14,10,68,2512
6705,13,9,65,2430
6706,17,9,64,2483
6707,12,5,68,2523
6708,17,8,68,2439
6709,17,5,62,2506
6710,17,11,61,2496
6711,14,6,63,2495
6712,13,10,61,2538
6713,17,8,68,2584
6714,12,7,60,2499
6715,15,11,66,2517
6716,14,7,67,2451
6717,17,6,66,2553
6718,12,6,64,2580
6719,15,10,60,2471
6720,15,7,66,2462
6721,14,11,65,2468
6722,13,10,69,2443
6723,15,8,68,2543
6724,12,8,61,2521
6725,16,7,68,2457
6726,12,9,64,2499
6727,16,9,67,2532
6728,13,8,62,2439
6729,12,10,68,2553
6730,17,9,63,2414
6731,13,8,67,2442
6732,17,5,64,2438
6733,13,9,64,2429
6734,16,7,63,2486
6735,16,8,61,2409
6736,15,9,63,2450
6737,14,11,62,2551
6738,17,7,62,2564
6739,13,7,62,2401
6740,14,8,60,2490
6741,17,8,66,2596
6742,16,7,62,2436
6743,14,10,62,2409
6744,12,10,66,2570
6745,17,5,69,2455
6746,15,10,63,2448
6747,15,5,64,2464
6748,15,11,60,2530
6749,16,9,66,2422
6750,14,9,62,2592
6751,16,9,67,2436
6752,17,11,63,2464
6753,12,8,68,2487
6754,15,11,64,2535
6755,14,6,68,2476
6756,17,11,63,2483
6757,13,7,64,2579
6758,17,11,62,2592
6759,17,5,61,2597
6760,16,5,62,2418
6761,14,6,69,2543
6762,15,6,63,2415
6763,13,6,64,2425
6764,16,5,63,2515
6765,14,11,63,2410
6766,15,11,68,2487
6767,13,8,63,2453
6768,16,11,69,2516
6769,17,7,61,2435
6770,12,9,67,2559
6771,14,9,67,2466
6772,13,7,67,2460
6773,12,6,67,2594
6774,16,11,61,2407
6775,14,9,69,2438
6776,16,7,63,2505
6777,16,8,69,2501
6778,15,5,61,2572
6779,17,9,68,2510
6780,15,5,63,2561
6781,15,10,62,2568
6782,16,11,60,2442
6783,15,7,67,2421
6784,12,7,63,2485
6785,17,8,62,2498
6786,14,9,64,2427
6787,16,11,63,2402
6788,17,8,65,2422
6789,12,7,69,2489
6790,14,7,63,2500
6791,16,11,68,2410
6792,13,10,68,2573
6793,12,8,65,2508
6794,17,8,63,2482
6795,17,9,62,2498
6796,15,9,67,2457
6797,15,5,63,2427
6798,16,6,63,2523
6799,16,11,66,2534
6800,12,9,64,2427
6801,13,7,65,2416
6802,17,8,67,2549
6803,17,11,68,2560
6804,14,7,66,2414
6805,13,8,65,2428
6806,15,5,65,2506
6807,16,10,68,2415
6808,12,6,61,2527
6809,14,11,63,2520
6810,17,8,67,2445
6811,13,11,66,2414
6812,15,8,67,2401
6813,16,11,68,2581
6814,16,11,64,2583
6815,12,11,64,2533
6816,14,5,68,2589
6817,17,6,65,2422
6818,17,11,67,2410
6819,17,10,66,2480
6820,13,8,66,2558
6821,12,9,65,2404
6822,15,11,65,2576
6823,16,10,64,2559
6824,15,10,66,2480
6825,15,10,64,2563
6826,16,10,60,2457
6827,13,11,63,2440
6828,17,10,68,2568
6829,17,10,67,2550
6830,14,8,65,2565
6831,16,7,69,2445
6832,12,6,67,2425
6833,16,9,69,2566
6834,12,5,60,2461
6835,16,7,61,2417
6836,17,7,63,2557
6837,12,10,69,2506
6838,12,6,64,2511
6839,16,9,61,2564
6840,12,11,62,2501
6841,12,11,69,2469
6842,16,9,64,2414
6843,12,10,61,2583
6844,13,7,64,2539
6845,17,5,67,2539
6846,15,8,68,2408
6847,14,9,60,2529
6848,16,8,64,2437
6849,15,5,68,2543
6850,13,7,64,2405
6851,17,10,60,2556
6852,14,7,61,2578
6853,14,6,67,2465
6854,17,10,68,2559
6855,13,11,67,2537
6856,16,6,66,2418
6857,16,9,61,2477
6858,14,6,67,2517
6859,17,10,65,2492
6860,15,9,66,2489
6861,14,11,67,2523
6862,13,9,65,2472
6863,12,11,63,2472
6864,14,5,64,2402
6865,13,9,65,2552
6866,16,6,63,2415
6867,14,8,67,2496
6868,12,8,67,2540
6869,17,10,69,2469
6870,15,7,63,2595
6871,15,11,68,2487
6872,14,5,64,2572
6873,12,10,60,2506
6874,13,9,65,2583
6875,17,5,63,2493
6876,15,5,68,2449
6877,15,7,66,2413
6878,14,7,61,2540
6879,12,8,63,2400
6880,14,11,68,2463
6881,12,11,68,2467
6882,12,6,62,2551
6883,12,7,66,2452
6884,14,6,64,2574
6885,12,5,66,2585
6886,17,8,62,2583
6887,13,5,69,2492
6888,13,7,64,2531
6889,14,8,64,2409
6890,14,11,66,2430
6891,17,7,67,2472
6892,16,5,63,2463
6893,16,8,68,2491
6894,15,6,63,2491
6895,16,7,67,2428
6896,14,10,67,2513
6897,17,5,68,2448
6898,16,7,63,2405
6899,16,7,60,2448
6900,16,7,65,2570
6901,14,5,61,2444
6902,17,6,67,2551
6903,14,6,62,2592
6904,14,7,64,2526
6905,15,10,68,2438
6906,16,6,61,2476
6907,12,11,65,2492
6908,13,8,60,2401
6909,15,9,62,2481
6910,15,8,64,2536
6911,14,6,60,2447
6912,17,9,66,2488
6913,12,6,63,2493
6914,15,5,63,2539
6915,15,7,69,2470
6916,12,9,61,2450
6917,12,6,63,2556
6918,15,8,65,2513
6919,15,8,63,2592
6920,14,10,62,2512
6921,17,5,63,2422
6922,14,8,66,2478
6923,14,7,69,2507
6924,13,9,68,2403
6925,12,9,67,2454
6926,12,6,66,2542
6927,15,8,67,2545
6928,17,11,68,2426
6929,13,9,61,2407
6930,14,10,65,2542
6931,17,9,60,2424
6932,16,5,64,2524
6933,13,9,60,2416
6934,12,7,68,2501
6935,14,11,64,2455
6936,13,7,67,2439
6937,14,5,62,2453
6938,12,6,63,2593
6939,16,7,68,2597
6940,14,6,69,2580
6941,15,7,66,2444
6942,15,7,63,2592
6943,15,9,66,2576
6944,17,11,67,2411
6945,16,10,62,2412
6946,12,6,66,2447
6947,13,6,68,2478
6948,15,9,69,2448
6949,12,11,69,2555
6950,13,5,68,2490
6951,13,9,66,2500
6952,15,6,68,2580
6953,12,11,66,2475
6954,12,11,67,2428
6955,17,10,67,2473
6956,12,6,69,2436
6957,16,5,67,2520
6958,15,6,68,2534
6959,16,7,61,2534
6960,15,11,66,2473
6961,15,9,61,2523
6962,14,5,67,2533
6963,14,11,67,2471
6964,17,7,64,2542
6965,14,7,68,2520
6966,12,9,61,2560
6967,14,8,60,2474
6968,17,8,61,2550
6969,14,6,68,2537
6970,17,9,68,2414
6971,14,11,64,2436
6972,13,9,63,2558
6973,15,11,62,2548
6974,17,6,61,2572
6975,15,11,62,2482
6976,17,8,67,2481
6977,16,5,68,2544
6978,16,11,62,2517
6979,14,7,61,2504
6980,17,6,61,2549
6981,15,5,60,2512
6982,14,9,61,2499
6983,14,10,62,2508
6984,13,10,69,2531
6985,15,10,63,2466
6986,14,10,60,2583
6987,17,5,60,2440
6988,16,7,67,2441
6989,12,7,67,2516
6990,14,8,65,2487
6991,17,10,64,2538
6992,14,7,68,2573
6993,16,9,66,2518
6994,13,7,60,2535
6995,13,11,65,2494
6996,16,7,64,2504
6997,14,6,69,2560
6998,13,8,66,2576
6999,15,10,66,2508
7000,13,6,65,2549
7001,12,11,66,2531
7002,17,8,69,2575
7003,13,10,64,2499
7004,17,5,68,2582
7005,17,5,65,2523
7006,14,5,60,2589
7007,12,11,60,2488
7008,15,11,67,2483
7009,14,10,62,2578
7010,14,10,69,2452
7011,15,5,62,2469
7012,14,11,61,2474
7013,13,6,65,2438
7014,12,6,69,2460
7015,12,5,61,2443
7016,12,10,60,2572
7017,12,9,60,2521
7018,16,7,60,2483
7019,12,9,60,2501
7020,17,9,64,2576
7021,13,5,69,2483
7022,17,11,61,2438
7023,16,11,68,2589
7024,14,11,61,2451
7025,14,9,65,2585
7026,16,10,62,2416
7027,14,9,61,2481
7028,16,10,60,2420
7029,12,6,66,2400
7030,17,8,60,2599
7031,15,6,69,2599
7032,13,5,68,2410
7033,14,11,67,2481
7034,17,5,63,2550
7035,13,5,60,2597
7036,13,5,65,2550
7037,13,6,67,2546
7038,12,7,60,2591
7039,12,8,62,2419
7040,16,10,67,2411
7041,17,8,62,2577
7042,17,5,64,2566
7043,14,5,69,2472
7044,15,11,69,2459
7045,12,7,65,2497
7046,16,6,65,2577
7047,14,10,60,2541
7048,17,9,60,2595
7049,15,9,67,2592
7050,13,9,64,2494
7051,15,7,68,2538
7052,15,5,69,2478
7053,12,10,69,2494
7054,16,9,61,2544
7055,12,5,62,2585
7056,16,8,61,2564
7057,15,11,62,2504
7058,16,11,64,2486
7059,15,11,62,2472
7060,12,11,63,2455
7061,15,10,65,2438
7062,15,9,63,2508
7063,12,10,66,2442
7064,14,8,63,2438
7065,12,5,63,2458
7066,13,5,64,2578
7067,17,9,64,2464
7068,16,6,64,2408
7069,14,7,68,2410
7070,14,5,61,2553
7071,14,5,69,2492
7072,16,8,65,2458
7073,15,5,69,2504
7074,17,10,66,2556
7075,17,6,66,2552
7076,16,9,65,2569
7077,13,7,64,2510
7078,14,9,63,2500
7079,17,11,65,2471
7080,16,10,69,2509
7081,17,5,67,2482
7082,12,8,67,2585
7083,13,7,62,2418
7084,15,5,67,2467
7085,13,8,69,2491
7086,17,10,62,2402
7087,12,7,61,2479
7088,14,6,60,2524
7089,17,6,69,2579
7090,14,7,67,2459
7091,17,6,65,2584
7092,17,10,64,2492
7093,14,7,64,2459
7094,13,8,68,2463
7095,15,5,62,2563
7096,16,7,60,2565
7097,17,5,64,2582
7098,14,10,62,2516
7099,14,8,69,2502
7100,13,10,61,2476
7101,17,10,63,2450
7102,12,8,66,2439
7103,12,9,63,2537
7104,15,9,65,2430
7105,17,10,62,2500
7106,17,6,65,2516
7107,17,6,63,2556
7108,12,10,63,2483
7109,13,7,63,2469
7110,12,10,63,2426
7111,15,10,69,2519
7112,12,8,66,2401
7113,16,10,69,2513
7114,17,9,62,2519
7115,16,6,67,2478
7116,12,5,63,2578
7117,14,8,60,2554
7118,12,8,64,2573
7119,13,9,64,2408
7120,17,8,67,2439
7121,12,7,60,2499
7122,14,6,60,2456
7123,13,7,61,2466
7124,15,5,68,2557
7125,12,11,63,2464
7126,12,8,67,2539
7127,13,9,67,2555
7128,12,5,68,2554
7129,16,7,69,2488
7130,15,7,65,2433
7131,14,7,66,2447
7132,16,6,67,2589
7133,16,9,65,2437
7134,14,5,67,2446
7135,12,7,60,2591
7136,13,7,67,2485
7137,12,8,69,2466
7138,16,6,60,2547
7139,17,6,69,2461
7140,16,11,64,2492
7141,12,6,65,2430
7142,16,10,63,2578
7143,15,9,66,2539
7144,13,7,67,2414
7145,15,10,63,2475
7146,15,11,61,2474
7147,12,8,66,2568
7148,16,7,65,2424
7149,15,7,62,2470
7150,15,11,66,2567
7151,12,11,63,2494
7152,12,6,63,2445
7153,16,10,60,2422
7154,17,8,68,2451
7155,17,8,67,2564
7156,12,11,65,2466
7157,15,6,64,2483
7158,14,11,62,2593
7159,16,7,68,2568
7160,15,8,67,2481
7161,12,10,69,2444
7162,14,7,62,2488
7163,15,7,62,2494
7164,16,7,61,2537
7165,17,11,67,2554
7166,13,6,62,2492
7167,13,9,64,2416
7168,12,7,61,2579
7169,12,7,66,2402
7170,16,5,62,2401
7171,12,6,62,2596
7172,14,10,67,2522
7173,14,10,62,2578
7174,12,8,62,2477
7175,15,8,60,2568
7176,16,5,60,2420
7177,13,7,64,2406
7178,16,8,66,2484
7179,17,10,68,2426
7180,12,11,68,2569
7181,15,6,60,2514
7182,16,8,61,2450
7183,13,6,67,2489
7184,12,6,69,2547
7185,12,8,63,2476
7186,12,6,60,2565
7187,14,11,61,2542
7188,15,10,69,2433
7189,16,11,60,2404
7190,13,5,62,2449
7191,13,7,61,2493
7192,15,11,64,2540
7193,13,11,67,2538
7194,16,10,68,2575
7195,13,7,61,2561
7196,13,9,61,2465
7197,13,5,66,2444
7198,12,10,61,2534
7199,14,5,68,2422
7200,15,9,67,2537
7201,17,11,68,2504
7202,16,6,69,2552
7203,16,8,65,2472
7204,13,10,63,2593
7205,14,11,65,2425
7206,15,5,65,2499
7207,13,7,68,2418
7208,13,11,69,2527
7209,13,5,64,2510
7210,17,8,63,2448
7211,14,7,64,2588
7212,15,6,65,2428
7213,13,8,67,2528
7214,17,11,67,2421
7215,14,8,66,2548
7216,15,6,64,2463
7217,12,5,62,2550
7218,17,9,68,2462
7219,17,5,65,2581
7220,14,9,66,2439
7221,16,5,69,2403
7222,16,5,61,2481
7223,14,6,61,2471
7224,15,8,69,2518
7225,17,8,60,2450
7226,14,9,60,2555
7227,17,9,66,2504
7228,13,8,68,2524
7229,15,9,67,2493
7230,17,9,60,2437
7231,14,8,60,2432
7232,17,7,60,2480
7233,13,11,63,2483
7234,13,5,65,2463
7235,12,10,63,2521
7236,13,9,68,2515
7237,16,10,60,2589
7238,14,8,65,2585
7239,14,6,64,2526
7240,16,8,63,2428
7241,14,7,65,2413
7242,17,6,64,2586
7243,17,7,60,2430
7244,17,10,62,2437
7245,12,7,61,2415
7246,12,11,62,2452
7247,13,9,68,2490
7248,12,5,63,2592
7249,17,7,62,2485
7250,16,8,67,2426
7251,12,8,65,2503
7252,15,9,66,2439
7253,14,7,69,2471
7254,13,8,64,2406
7255,12,10,68,2522
7256,13,5,66,2532
7257,14,8,69,2545
7258,15,11,60,2405
7259,16,11,66,2408
7260,15,8,65,2537
7261,16,8,64,2524
7262,12,5,67,2458
7263,14,10,67,2403
7264,15,9,67,2494
7265,17,7,69,2580
7266,14,5,68,2441
7267,17,9,62,2532
7268,16,8,66,2514
7269,16,9,60,2530
7270,14,7,62,2437
7271,17,6,62,2457
7272,15,8,65,2463
7273,12,5,64,2467
7274,15,6,61,2526
7275,17,6,67,2557
7276,16,8,69,2567
7277,16,6,66,2474
7278,12,11,64,2452
7279,17,5,68,2481
7280,13,5,62,2595
7281,13,5,65,2456
7282,13,10,64,2583
7283,15,6,61,2567
7284,16,10,66,2506
7285,12,10,60,2591
7286,15,6,68,2437
7287,12,8,68,2528
7288,13,6,63,2541
7289,16,9,67,2560
7290,17,8,69,2561
7291,12,11,64,2506
7292,15,11,65,2409
7293,12,6,69,2596
7294,16,6,61,2478
7295,16,10,64,2534
7296,15,7,63,2430
7297,14,5,62,2445
7298,12,9,67,2459
7299,12,6,68,2594
7300,14,8,69,2435
7301,16,10,66,2425
7302,12,5,63,2584
7303,16,10,60,2463
7304,15,7,60,2598
7305,17,6,66,2519
7306,16,9,66,2420
7307,16,5,60,2523
7308,14,8,66,2464
7309,17,9,60,2413
7310,12,8,68,2590
7311,16,5,65,2537
7312,15,5,63,2569
7313,16,7,64,2581
7314,15,9,60,2482
7315,14,6,67,2490
7316,13,10,65,2430
7317,14,10,60,2487
7318,15,9,62,2524
7319,16,8,62,2495
7320,13,8,60,2478
7321,15,11,64,2531
7322,15,5,68,2420
7323,16,6,64,2480
7324,13,6,69,2453
7325,16,5,66,2522
7326,12,7,68,2433
7327,12,10,65,2472
7328,14,7,61,2562
7329,17,6,66,2547
7330,16,11,60,2432
7331,16,7,66,2598
7332,14,5,60,2583
7333,12,9,65,2511
7334,14,6,65,2494
7335,14,7,63,2503
7336,14,5,68,2594
7337,17,7,65,2531
7338,14,9,69,2549
7339,17,7,65,2410
